,Date,Tweets
142,2022-09-23,This is a game I still enjoy.🙊🙊🙊🙊 #android #Easter #onlinegame #UnitedAirlines https://t.co/2Aiv81sKpY
143,2022-09-23,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
144,2022-09-23,@united half the plane had empty overhead bins yet I had to check my bag with a paid for seat in premium plus. Explain this one? #notthefriendlyskies #unitedAIRLINES #notfun
145,2022-09-23,Just a friendly reminder: #UnitedAirlines sucks
146,2022-09-22,@chigrl @united When in the last 20 yrs did u think #unitedairlines was going to give good customer service
147,2022-09-22,"Follow @johnsfinancetips for the Daily Finance Tips!

Check out the chart here or go to the DOT website.
#Australia #USA #EU
#americanairlines #unitedairlines #deltaairlines #jetblue #sipirairlines #alaskaairlines #hawaiianairlines #southwest #delays #DOT #travel #personalfinance https://t.co/DcLguA2Kwa"
148,2022-09-22,Thank you for the fan art. #NewGame #リーグオブエンジェルズ #UnitedAirlines #LoAcreativefans https://t.co/fASPPdZrOE
149,2022-09-22,"VIDEO: Sparks Fly From United Airlines 777-200 as it Departs Newark Airport, Makes Emergency Landing - https://t.co/sgQsTLzebp

https://t.co/iXuObiCbJ8 
#UA149 #UnitedAirlines"
150,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
151,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
152,2022-09-22,What game do you like the most?😍😍😍😍  #UnitedAirlines #LoAcreativefans #onlinegames https://t.co/Heihge6NEp
153,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
154,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
155,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
156,2022-09-22,"ICAO: A9D5DF
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/22 20:59:22
Min Alt: -256 ft AGL
Min Dist: 2.21 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/8SV1SCpnpx https://t.co/uLAiSjwQCM"
157,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
158,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
159,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
160,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
161,2022-09-22,"RT @ANGRYNIC2: Skybastards #unitedairlines spraying shite over mull of kintyre, Scotland. Was finally clearing of cloud and out come the sc…"
162,2022-09-22,RT @jasminstclaire: There are some hot men in #unitedairlines #polarislounge ..
163,2022-09-22,"@jwalkermobile @Delta Pre-pandemic, #UnitedAirlines did this when they were about to have a very long delay at ORD. It was always appreciated."
164,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
165,2022-09-22,RT @AvSourceNews: #NEWS | The engine woes continue on United Airlines' Boeing 777-200s as UA149 to Sao Paulo returned back to Newark follow…
166,2022-09-22,"#NEWS | The engine woes continue on United Airlines' Boeing 777-200s as UA149 to Sao Paulo returned back to Newark following another incident.

Read more at AviationSource!

https://t.co/HFv9gzy0QS

#UnitedAirlines #UA149 #Newark #AvGeek #Boeing #B772 https://t.co/oEKe3AbnvZ"
167,2022-09-22,RT @AvSourceNews: #NEWS | United Airlines' transatlantic operations are at risk of disruption as employees based at Heathrow Airport begin…
168,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
169,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
170,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
171,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
172,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
173,2022-09-22,"#NEWS | United Airlines' transatlantic operations are at risk of disruption as employees based at Heathrow Airport begin voting on industrial action. 

Read more at AviationSource!

https://t.co/M0HemUcSm1

#UnitedAirlines #Heathrow #AvGeek #Transatlantic https://t.co/0ea4HwTVNU"
174,2022-09-22,"Falling debris, a sparking wing at take-off, and a ""mechanical failure"" had a United Airlines flight circling the Atlantic until it could make an emergency landing in Newark, NJ— rather than heading to Sao Paulo, Brazil. #dailyvoice #unitedairlines #Boeing https://t.co/YeTHjqnIFh"
175,2022-09-22,"ICAO: A9D5DF
Flt: UAL496 #UnitedAirlines #EWR-#SFO
First seen: 2022/09/22 18:46:16
Min Alt: -356 ft AGL
Min Dist: 0.73 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/8SV1SCpnpx https://t.co/3Jg2zv8VY5"
176,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
177,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
178,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
179,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
180,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
181,2022-09-22,A #UnitedAirlines flight made an emergency landing at New Jersey's Newark airport after circling over the Atlantic  https://t.co/8WK3awaXM3
182,2022-09-22,Violence in the skies.  Passenger arrested and will never be allowed to fly again.  #AmericanAirlines #UnitedAirlines #SouthwestAirlines https://t.co/wmVqDviVQy
183,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
184,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
185,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
186,2022-09-22,RT @ChadSchnell: Had a front row seat to the entire engine failure on United flight 328. Kinda traumatized to fly United more. #UnitedAirli…
187,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
188,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
189,2022-09-22,"RT @RadarBox24: Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emerg…"
190,2022-09-22,"Data for this flight is available at:
https://t.co/RXnumohVYQ &amp; 

📰:https://t.co/lTvYdtZTw6 

#UnitedAirlines #UA149 #Emergency https://t.co/nbQKRHWDwN"
191,2022-09-22,#BREAKING: #BreakingNews A United Airlines flight made an emergency landing at New Jersey's Newark airport after circling over the Atlantic https://t.co/oxQpwr4DnF #UnitedAirlines #FAA
192,2022-09-22,"Stuck on the runway in Newark trying to get to the @CuseFootball game tomorrow 🍊

So far one #UnitedAirlines flight canceled, an hour and half delay and a rental car needed to get to #Syracuse 

The joys of #Travel these days ✈️🛫

Let’s go Orange 🍊 https://t.co/yWFtyqy1wZ"
193,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
194,2022-09-22,"RT @Raw_News1st: #BreakingNews 

#UnitedAirlines flight on Thursday evening turned scary when sparks flew from one of the wings upon takeof…"
195,2022-09-22,"RT @Raw_News1st: #BreakingNews 

#UnitedAirlines flight on Thursday evening turned scary when sparks flew from one of the wings upon takeof…"
196,2022-09-22,"RT @Raw_News1st: #BreakingNews 

#UnitedAirlines flight on Thursday evening turned scary when sparks flew from one of the wings upon takeof…"
197,2022-09-22,"UA149 - Incident: United B772 at Newark on Sep 21st 2022, sparks from engine https://t.co/xlrcjEEoGl #flight #incident #UnitedAirlines #UA149 #EWR #GRU"
198,2022-09-22,"UA149 - Incident: United B772 at Newark on Sep 21st 2022, sparks from engine https://t.co/xlrcjEEWvT #flight #incident #UnitedAirlines #UA149 #EWR #GRU"
199,2022-09-22,"#UnitedAirlines Boeing 777-200 (N787UA) flight #UA149 from #Newark to #SaoPaulo, Brazil returned safely to Newark Liberty int'l Airport following a technical issue with its hydraulics.

🎥 variablecraft

#Boeing #B777 #Brazil #US #aviation #AvGeek #avgeeks #flights #Travel https://t.co/BnVHWW1PKi"
200,2022-09-22,It's a great game.👏👏👏 #AndroidGameplay #fightforglory #UnitedAirlines #リーグオブエンジェルズ https://t.co/jvQZbyRZQL
201,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
202,2022-09-22,Video: Sparks Fly as #UnitedAirlines #Boeing 777 Drops Debris After Takeoff https://t.co/422CkjzW2N https://t.co/L8MwRo6vhl
203,2022-09-22,"We encourage all our pilots to still fly during our technical issues! Be sure to use Volanta, Vatsim or a 3rd party source to log your flights!
- Darren E.
.
#fsx #p3d #msfs2020 #vatsim #flightsim #planspotter #instaplane #airplane #unitedairlines https://t.co/o5HCtpOzr5"
204,2022-09-22,😡 Wow! @united rebooks our flight by just sending us an email! Just hours before so now we just sit and wait in the airport and arrive 4 hours later at our final destination. Not great customer service to loyal customers. #unitedairlines
205,2022-09-22,"#UAL969 (B789): #AMS (Amsterdam) to #SFO (San Francisco, CA). 0.3 mi away @ 14725 ft, climbing 1664 ft/m, heading N @ 434.0kts / time 15:39:38 #UnitedAirlines #MovingQuickly #Venhuizen #RaspberryPi #ADSB #dump1090 https://t.co/IX0GgEpPWS"
206,2022-09-22,Here's a feel-good piece of art.🚀🚀🚀  #UnitedAirlines #loa #rpggames https://t.co/t8afXtWZyt
207,2022-09-22,United Airlines plane shoots sparks from wings soon after take-off: netizens concerned #UnitedAirlines #Airplane https://t.co/YZFvIb4R1n
208,2022-09-22,United Airlines and Emirates Enter in to Historic Route Agreement https://t.co/yWPzvvMrtp #unitedairlines https://t.co/t97e3RlEOf
209,2022-09-22,"ICAO: A28928
Flt: N26226 #UNITEDAIRLINES #DEN-#MSO
First seen: 2022/09/22 12:39:42
Min Alt: -256 ft AGL
Min Dist: 2.02 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/4mfUqLQOeR https://t.co/0GPwsMcm99"
210,2022-09-22,"ICAO: #AA4440
Flt: #UAL47 #UnitedAirlines #FRA-#IAH
First seen: 2022/09/22 14:33:45
Min Alt: 8800 ft MSL
Min Dist: 0.83 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/BXKWsZYjeO https://t.co/TxCihJUGLx"
211,2022-09-22,"Skybastards #unitedairlines spraying shite over mull of kintyre, Scotland. Was finally clearing of cloud and out come the scum. #chemtrails #lookup https://t.co/33NwFr2ybJ"
212,2022-09-22,"RT @REHMANTRAVEL: Starting this November, #Emirates #UnitedAirlines will open up seamless connections across hundreds of new destinations*…"
213,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
214,2022-09-22,"ICAO: A41E94
Flt: UAL2116 #UnitedAirlines #IAH-#SFO
First seen: 2022/09/22 11:54:19
Min Alt: -231 ft AGL
Min Dist: 2.27 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/PcnzGepmpk https://t.co/by6onWUurl"
215,2022-09-22,"The customer care representatives are extremely helpful and always remain ready to assist their customers. 
.
.
.
#americanairlines #aviation #avgeek #airbus #aviationphotography #aviationlovers #airplane #travel #unitedairlines #planespotting #n #americanair #deltaairlines https://t.co/KAzWzR5Pht"
216,2022-09-22,"@ndtv  should be careful about the photos they use! This looks distinctly like a @lufthansa  jet, not #UnitedAirlines, !  
#Lufthansa  
https://t.co/4bHc5PZz1F"
217,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
218,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
219,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
220,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
221,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
222,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
223,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
224,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
225,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
226,2022-09-22,I love this game.🔥🔥🔥🔥 #AndroidGameplay #Gameplay #gamedesign #winter #oninegame #UnitedAirlines https://t.co/9Tg86anLPq
227,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
228,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
229,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
230,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
231,2022-09-22,"#BreakingNews 

#UnitedAirlines flight on Thursday evening turned scary when sparks flew from one of the wings upon takeoff as it departs Newark Airport https://t.co/uX5ZMX7zW5"
232,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
233,2022-09-22,"RT @latestly: Video: United Airlines Plane Reports Sparks, Drops Debris Mid-Air As It Takes Off From Newark Airport; Lands Safely After Dum…"
234,2022-09-22,"Video: United Airlines Plane Reports Sparks, Drops Debris Mid-Air As It Takes Off From Newark Airport; Lands Safely After Dumping Fuel

#UnitedAirlines #NewJersey #Newark #aviation 
https://t.co/QkBprqI0hG"
235,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
236,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
237,2022-09-22,"Starting this November, #Emirates #UnitedAirlines will open up seamless connections across hundreds of new destinations* in the United States and around the world. And with a new United flight from Newark, New York to Dubai launching in March 2023, https://t.co/dx1UlI3AFR"
238,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
239,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
240,2022-09-22,"RT @BreakingVideoHQ: 🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with…"
241,2022-09-22,@UnitedPilots @united #UnitedAirlines Isn't it time for 26-31 year old 767-300 aircraft to be retired??? Are they still safe?
242,2022-09-22,"ICAO: A18D29
Flt: UAL82 #UnitedAirlines #EWR-#DEL
First seen: 2022/09/22 10:28:51
Min Alt: 11263 m MSL
Min Dist: 0.9 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/H0cMU56BmF"
243,2022-09-22,"🚨 BREAKING VIDEO:  United 777 returns safely to Newark Airport following a technical issue, reportedly a problem with its hydraulics, causing sparks and falling debris. #Newark #BreakingNews #BREAKING #UnitedAirlines 
https://t.co/X1Xji33jv0"
244,2022-09-22,"ICAO: #A0A545
Flt: #UAL945 #UnitedAirlines #FRA-#ORD
First seen: 2022/09/22 08:58:02
Min Alt: 7975 ft MSL
Min Dist: 2.45 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/acHCkhLnUq https://t.co/cI8PcwTDJO"
245,2022-09-22,Looking forward to building a game like this.🙊 #gamedev #mobilegame #NewMobileGame #oninegame #wewantspring #UnitedAirlines https://t.co/zZ8V9kz7lW
246,2022-09-22,It's fun to play until the end.🥳🥳🥳🥳🥳 #NewAndroidGame #Gameplay #gamedev #UnitedAirlines #rpggames #spring https://t.co/uHjNpgpBud
247,2022-09-22,RT @Baqir_KPAE: N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from K…
248,2022-09-22,"RT @JaspreetTravels: Flaps down for an SNA departure 🚀 ✈️ 

#avgeek #unitedairlines https://t.co/cXbKx11P41"
249,2022-09-22,"#UnitedAirlines @united Travelling by your airline for first time and it sounds more like a budget airlines rather than one of the top airlines of superpower and world's largest country. Charging $200 for additional baggage, airlines on COVID recovery mode."
250,2022-09-22,"N918BA - @united 737 Max 8 landing back at Paine Field after a short test flight as #BOE306. This aircraft was flown from Kelowna to Paine Field earlier today. 

#avgeek #aviation #boeing #UnitedAirlines #planespotting https://t.co/r2FGtOGH4v"
251,2022-09-22,"I can tell you what caused the “delays” w/ inspection… #UNITEDAIRLINES CULTURE! This isn’t new .. news. United is prolific at hiding failed maintenance and rubbing ass w/ the FAA to keep things “HUSH HUSH” … United + Allegiant = unsafe, shenanigans and deception. https://t.co/6YCXnAdQ46"
252,2022-09-22,"ICAO: A28928
Flt: UAL1967 #UnitedAirlines #DEN-#MSN
First seen: 2022/09/22 02:21:20
Min Alt: -156 ft AGL
Min Dist: 0.6 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/4mfUqLQgpj https://t.co/TQAHglAiuy"
253,2022-09-22,"United Airlines Boeing 787-9 Dreamliner Ver 3 3D Christmas Sweater
Buy here: https://t.co/KTOe5SY58c
#UnitedAirlines #Boeing7879Dreamliner #3D #Christmas #Sweater https://t.co/wsVPQ77381"
254,2022-09-22,A/B testing at its finest #UnitedAirlines #fail https://t.co/vqwos8rgIa
255,2022-09-22,"RT @JaspreetTravels: Flaps down for an SNA departure 🚀 ✈️ 

#avgeek #unitedairlines https://t.co/cXbKx11P41"
256,2022-09-22,"United Airlines Boeing 777-300ER 3D Christmas Sweater
Buy here: https://t.co/xvvz6cxkTp
#UnitedAirlines #Boeing777300ER #3D #Christmas #Sweater https://t.co/LFhjmbCbrW"
257,2022-09-22,"RT @Aviation_jamie: Our mighty 767-300 waiting for her departure to @BostonLogan under call-sign “united25”, taken at gate 232, @HeathrowAi…"
258,2022-09-22,"United Airlines Boeing 787-9 Dreamliner Ver 2 3D Christmas Sweater
Buy here: https://t.co/bsuFHeByNJ
#UnitedAirlines #Boeing7879Dreamliner #3D #Christmas #Sweater https://t.co/7JfwATG7jh"
259,2022-09-22,"United Airlines Boeing 787-9 Dreamliner Ver 1 3D Christmas Sweater
Buy here: https://t.co/eyW9zmxB3A
#UnitedAirlines #Boeing7879Dreamliner #3D #Christmas #Sweater https://t.co/IaWsTzdxxR"
260,2022-09-22,Thread by @GuerinGreen on Thread Reader App https://t.co/wgQsPwPV06  #UnitedAirlines @UnitedAirlines_  #deathofcompetence
261,2022-09-22,United Airlines said on Wednesday it is working to resume flights to Cuba this winter that it suspended in March 2020 because of the COVID-19 pandemic. #UnitedAirlines #Cuba https://t.co/OxRiCe7ClY
262,2022-09-21,yippee🙉🙉🙉🙉 #mobilegame #android #Gameplay #UnitedAirlines #leagueofangels #browsergame https://t.co/5g8lPNDoUq
263,2022-09-21,#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir  Airline executives need to fucking understand that investors had enough of their trash and fraud and manipulation - boost your fucking stock
264,2022-09-21,#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir  Stop the theft and manipulation and corruption - this stock manipulation is not acceptable anymore! You guys should be sued - enough is enough
265,2022-09-21,#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir Executives of the airline industry are still feeding investors bogus excuses after excuses and manipulating their stock that’s at all time low!
266,2022-09-21,"All I do is draw, help. 😍😍😍😍 #NewAndroidGame #Gameplay #UnitedAirlines #browsergame #Easter https://t.co/N94OmYRPoF"
267,2022-09-21,#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir Your share price is at all times low when it should be restored to where it was before - all you’re good at is taking high salaries &amp; corruption
268,2022-09-21,"#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir  Executives of the Airline sector, namely CEOs should either resign or do their fucking job! This is not acceptable anymore ! Stock manipulation"
269,2022-09-21,#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir Your share price should be exactly double right now and yet we are still witnessing ongoing manipulation and excuses and theft and fraud !!
270,2022-09-21,"#aircanada #DeltaAirLines  #UnitedAirlines  #SouthwestAirlines  #AmericanAirlines @Delta @AirCanada @united @SouthwestAir @AmericanAir  You guys better stop the manipulation and theft and fraud involving your stock, investors are disgusted and furious of your corruption and fraud"
271,2022-09-21,"Everything on my ✈️ from Barcelona was great…except the months worth of crumbs, dirt, and trash I saw under the seat in front of me on @united ✈️ 991 @Dulles_Airport . Can you all address this? #UnitedAirlines #Cleanup #21stofseptember https://t.co/Nm1FQ6gTdl"
272,2022-09-21,United Airlines Invests an Additional $15 Million in Electric Flying Taxi Market https://t.co/OSx0wnR6x8 #unitedairlines https://t.co/fKwGR8HtLY
273,2022-09-21,Please clean the filth on your aircrafts- you can do better!! 🙌🏾🙌🏾 @united #UnitedAirlines https://t.co/WnNqpeuAkR
274,2022-09-21,Enjoying United’s hospitality; flying back to Toronto #vastuvisionworldwide #vastuconsultant #vastuvision #businesstravel #sanfrancisco #toronto #unitedairlines #unitedstates Vastu Vision Inc. United Airlines https://t.co/fyXgL2uZ8b
275,2022-09-21,Enjoying United’s hospitality flying back to Toronto #vastuvisionworldwide #vastuconsultant #vastuvision #businesstravel #sanfrancisco #toronto #unitedairlines #unitedstates Vastu Vision USA Inc @united https://t.co/tOAAdh3Ixn
276,2022-09-21,"ICAO: A0AD1D
Flt: UAL1945 #UnitedAirlines #SEA-#SFO
First seen: 2022/09/21 21:10:12
Min Alt: -6 ft AGL
Min Dist: 2.64 nm

#KMSN #planefence #adsb - docker:kx1t/planefence
https://t.co/5jI9gKEoa3 https://t.co/AriytDa8QR"
277,2022-09-21,Enjoying United’s hospitality flying back to Toronto #vastuvisionworldwide #vastuconsultant #vastuvision #businesstravel #sanfrancisco #toronto #unitedairlines #unitedstates Vastu Vision USA Inc @united https://t.co/3miQJtRqFv
278,2022-09-21,#UnitedAirlines flight UA 1422 from Indianapolis...over 80F on the plane...didn't realize premier pass incl a #bikram hot yoga sesh
279,2022-09-21,"@united 12 hours of delays and loads of excuses, UA1526 Aug 22 was the worst flight experience I’ve ever had!

I won’t make the mistake of flying #UnitedAirlines again!

#united #beingunited #flight #flights #travel #traveler #USA #airline #airlines"
280,2022-09-21,"UA927 - Incident: United B773 near London on Sep 20th 2022, engine fire detection problem https://t.co/1ThPokNekR #flight #incident #UnitedAirlines #UA927 #FRA #SFO"
281,2022-09-21,"Starting in 2023, @United will launch a new direct flight between New York/Newark and Dubai.
#emirates #unitedairlines #united #international #manufacturing #manufacturingengineering #industria #industry #industrialdesign #industrial #manufacturer #manufacture #manufacturers https://t.co/pV6AS2di9m"
282,2022-09-21,"RT @Aviation_jamie: Our mighty 767-300 waiting for her departure to @BostonLogan under call-sign “united25”, taken at gate 232, @HeathrowAi…"
283,2022-09-21,"RT @JaspreetTravels: Flaps down for an SNA departure 🚀 ✈️ 

#avgeek #unitedairlines https://t.co/cXbKx11P41"
284,2022-09-21,There are some hot men in #unitedairlines #polarislounge ..
285,2022-09-21,Do you enjoy the theme?💕💕💕 #NewMobileGame #AndroidGameplay #NewGame #tRPG #UnitedAirlines #Easter https://t.co/vx2ZfRBR0v
286,2022-09-21,Let's start the game.🙈🙈🙈🙈  #UnitedAirlines #リーグオブエンジェルズ #leagueofangels https://t.co/hg6y67S7iu
287,2022-09-21,United Airlines to Axe 50 Daily Flights at Newark…About Time a Carrier Stepped Up! https://t.co/w3KQlUwAmi #unitedairlines https://t.co/SjmTPcjERl
288,2022-09-21,"Can't resist the Boeing 757? Fly it today on our United routes! 
- Deonte P.
.
#vatsim #flightsim #msfs2020 #p3d #travel #unitedairlines #boeing #b757 #boeing757 #instplane #planespotting #pilot #avgeek #aviation #airplane #xplane11 #xplane12 https://t.co/YYtulmeLji"
289,2022-09-21,There are sketches for early morning.🤔🤔🤔🤔🤔 #AndroidGameplay #UnitedAirlines #onlinegames #rpggames https://t.co/i4nNbMOr4U
290,2022-09-21,"ICAO: #A1D18F
Flt: #UAL933 #UnitedAirlines #FRA-#IAD
First seen: 2022/09/21 17:33:08
Min Alt: 10750 ft MSL
Min Dist: 1.82 km

#planefence #adsb - docker:kx1t/planefence
https://t.co/4S70ZQdfhL https://t.co/d7g4BGAl66"
